App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver
Craft,Game,2.9,188525,1500.3,5000000,Free,0,Everyone,Game;Board,13-10-2024,4.17.47
Smart Strike AI,Books_And_Reference  ,3.8,3,90.05,100,Free,0,Everyone,Books And Reference,29-05-2025,Varies with device
My Fit,Game,4.8,1655,411.6,100000,Free,0,Everyone,Game;Board,08-12-2025,10.17.90
Maker Space,communication,3.5,2205,90.05,50000,Free,0,Teen,Communication,29-12-2025,Varies with device
AI Strike,Productivity,4.3,9803,111.4,500000,Free,0,Everyone,Productivity,20-04-2026,4.16.41
Meta Drive 2026,Social,3.9,220,,5000,Free,0,Everyone,Family,07-11-2025,11.1.8
Ultra Browser 3D,Productivity,4,1,39.5,50,Free,0,Everyone,Productivity,22-03-2025,10.0.40
Meta Craft Now,Music,4,1,130.4,50,Free,0,Everyone,Tools,08-04-2026,8.16.22
Super Instagram Pro,Social,4.4,15,,500,Free,0,Everyone,Social,22-12-2025,Varies with device
Health Online 2024,Social,4,0,134.6,100,Paid,0.99,Everyone,Family,16-12-2023,2.12.57
Daily Fit Premium,Social,4.8,10,,500,Free,0,Everyone,Social,11-01-2026,Varies with device
Meta Wallet,  Social,4.6,229,225.6,10000,Free,0,Mature 17+,Art And Design,12-04-2025,11.7.4
Smart Maker,  game  ,4.1,1382,90.05,50000,Free,0,Everyone 10+,Game;Card,22-04-2024,Varies with device
Instagram AI 2024,Social,4.2,4,126,50,Free,0,Everyone,Education,14-04-2026,12.7.7
Neo Tracker Plus,social,4,1,75.7,10,Free,0,Unrated,Family,19-04-2025,8.3.46
Quick Learn Now,Finance,4,0,149.1,100,Free,0,Everyone,Finance,21-05-2026,6.3.100
Next VPN 2023,Social,4,2,86.7,50,Free,0,Everyone,Family,07-10-2025,7.14.50
Chat App 2024,Food_And_Drink,3.3,5,90.05,10,Free,0,Teen,Food And Drink,23-04-2026,Varies with device
Wallet 2023,Virtual_Reality,,319,63.1,10000,Free,0,Everyone,Virtual Reality,01-05-2026,8.19.96
Neo Maker Hub,Game,4.3,3,90.05,500,Free,0,Everyone,Game;Board,15-09-2025,Varies with device
Daily Dash 3D 2025,Travel_And_Local,4.1,162,93.4,5000,Free,0,Everyone,Travel And Local,08-04-2026,9.12.60
Drive AI 2025,social,4.3,2,28.3,50,Free,0,Mature 17+,Artificial Intelligence,13-12-2024,5.17.96
Meta Health App,Productivity,3.4,24,24.9,500,Free,0,Everyone,Productivity,24-03-2025,10.3.49
Crypto Browser Online 2023,News_And_Magazines,4.1,0,,10,Free,0,Everyone,News And Magazines,21-03-2025,4.7.81
Tracker Now 2023,Social  ,4,4,73.5,50,Free,0,Everyone,Family,24-08-2024,15.17.56
Super Player Space,  social  ,3.6,15,61,1000,Free,0,Everyone,Family,10-06-2023,1.18.83
Pro Wallet Max 2026,Music,3.2,4123,98.8,100000,Free,0,Teen,Tools,15-06-2026,1.11.27
Neo Browser Space,  productivity  ,4.2,185,19.6,5000,Free,0,Everyone,Productivity,19-06-2025,13.0.21
Fit 2023,  Social,5,98079,124.3,5000000,Free,0,Everyone,Artificial Intelligence,12-06-2026,10.11.83
Telegram Go 2023,  Music,4,1,141.3,10,Free,0,Everyone,Tools,06-02-2025,8.13.35
Ultra Drive 3D,Productivity,3.5,45,90.05,1000,Free,0,Everyone,Productivity;Creativity,27-05-2025,Varies with device
Smart Craft 2026,SOCIAL,3.6,1773,90.6,100000,Free,0,Teen,Family;Creativity,30-06-2025,5.20.20
Pro Health Max 2025,Productivity,3.9,30,146.6,1000,Free,0,Everyone,Productivity,03-01-2026,11.9.23
Epic Drive Go,Web3_And_Crypto,3.9,127,59,5000,Free,0,Mature 17+,Web3 And Crypto,07-03-2026,14.16.74
Lite Strike 2024,Social,3.9,0,90.05,10,Paid,0.99,Mature 17+,Social,21-11-2023,Varies with device
Easy Player 3D 2024,music,4,5,123.7,1000,Free,0,Mature 17+,Tools,17-06-2026,2.17.73
Super Maker,Communication,4.6,3874,89.5,100000,Free,0,Everyone,Communication;Creativity,12-04-2025,7.20.52
Hyper Strike Pro,  social  ,3,295,135.8,10000,Free,0,Everyone,Family,10-08-2025,11.11.52
My Maker Hub,Social,4,1,34.8,50,Free,0,Teen,Family,23-04-2026,10.18.39
Connect Go_4846,Social,4.3,0,134.8,10,Free,0,Everyone,Artificial Intelligence,25-05-2026,6.12.76
My Fit,Game,4.8,1655,411.6,100000,Free,0,Everyone,Game;Board,08-12-2025,10.17.90
Daily Wallet AI,SOCIAL,4.4,35,31.1,5000,Free,0,Everyone,Family,15-04-2026,14.8.39
Health 2023,Social,3,283,73.5,10000,Free,0,Everyone 10+,Family,06-12-2025,9.9.2
Easy Fit Space_945,Maps_And_Navigation,4.15,3,132.1,50,Free,0,Teen,Maps And Navigation,15-06-2024,6.18.23
Meta Telegram Space,  Weather,4.7,216,69.2,5000,Free,0,Everyone 10+,Weather,29-06-2026,12.0.100
Daily Editor Space,Social,4,1,135.5,100,Free,0,Everyone,Family,11-08-2024,6.17.80
Player App,SOCIAL,4,3,124.6,500,Free,0,Everyone,Family,29-03-2026,12.0.61
Telegram Premium,Social,4.9,1494,90.05,100000,Free,0,Everyone,Artificial Intelligence,05-05-2026,Varies with device
Fit Max_469,Events,5,22,,500,Free,0,Everyone,Events,05-08-2025,6.1.20
AI VPN Hub,FINANCE,4.3,5,117.4,50,Free,0,Everyone,Finance;Creativity,10-08-2025,7.18.11
Meta Drive Now,SOCIAL,3.6,21,38.3,500,Free,0,Mature 17+,Family;Creativity,16-04-2026,9.12.100
Lite Health App,  game  ,4.8,14,90.05,500,Free,0,Everyone,Game;Action,15-09-2025,Varies with device
Daily Wallet Pro,Social,4,0,134.1,10,Free,0,Everyone,Family;Creativity,13-12-2025,3.16.88
Easy Editor Plus,Business  ,3,21,121.7,1000,Free,0,Everyone,Business,20-05-2026,2.11.29
Quick Connect Go,Auto_And_Vehicles,3.6,2345,,100000,Free,0,Everyone,Auto And Vehicles,02-04-2026,14.9.33
Fit Online,Photography,4.3,109624,153.9,5000000,Free,0,Everyone,Photography,15-09-2025,9.0.48
Lite Instagram Go 2026,Social,4.3,1,128.6,50,Free,0,Everyone 10+,Artificial Intelligence,03-02-2025,10.19.57
Pro Dash Now,SOCIAL,4,4,149.3,10,Free,0,Everyone,Family,26-08-2025,3.14.3
Pro Tracker 3D,  game  ,3.9,485,845.2,10000,Free,0,Teen,Game;Puzzle,27-12-2024,3.20.57
Lite Maker Pro,Game,4.3,1,251,100,Free,0,Everyone,Game;Shooter,08-11-2025,10.14.15
Next Maker Go,Game,3.8,10,90.05,500,Free,0,Teen,Game;Card,03-04-2026,Varies with device
My Wallet 2023,Sports,3.9,2,145.2,10,Free,0,Everyone,Sports,08-09-2025,5.4.82
Meta Maker 2024,entertainment,4,4,89.4,100,Free,0,Everyone,Entertainment,22-05-2026,9.8.44
Craft Hub 2026,Game,5,410,1793.6,10000,Free,0,Everyone,Game;Card,08-10-2025,7.18.91
Next Drive,Game,4.4,16528,90.05,500000,Free,0,Everyone,Game;Simulation,09-08-2024,Varies with device
SnapChat,  social  ,4.7,4818860,221.6,100000000,Free,0,Everyone,Art And Design,07-10-2025,6.8.21
VPN App,Social,3.8,15817,41.3,1000000,Free,0,Everyone,Family,05-07-2025,5.2.58
Wallet Space,Productivity,4,131819,63.1,5000000,Free,0,Everyone,Productivity,29-10-2025,10.16.46
Daily Editor,Social,4.5,7,90.5,500,Free,0,Teen,Artificial Intelligence,15-02-2026,13.13.100
Dash Go 2026,communication,4,3,140.9,50,Free,0,Everyone,Communication,26-12-2023,5.20.8
Crypto Health App,Game,4.9,665,1886.1,50000,Free,0,Teen,Game;Strategy,12-09-2025,14.16.22
Smart Instagram 3D,Social,3.7,5,49.7,500,Free,0,Everyone,Family,21-06-2025,1.18.59
Super VPN,Productivity,4.1,803,59.2,50000,Free,0,Teen,Productivity,20-06-2026,11.6.30
Player Space 2026,Social,,1,77.6,100,Free,0,Teen,Family;Creativity,07-01-2026,13.14.97
VPN_4933,Social  ,4,10,90.05,500,Free,0,Everyone 10+,Family,07-07-2025,Varies with device
Easy Learn AI,  social  ,4,3,147.8,100,Free,0,Everyone,Family,15-03-2025,3.15.8
Epic Chat AI,Social,3.9,44,88.2,1000,Free,0,Everyone,Family,06-04-2026,4.9.40
Tracker 2024,Entertainment,4.9,20,73.7,500,Free,0,Mature 17+,Entertainment,31-03-2026,2.2.36
Quick Health 2023,Social,3,314,132.1,50000,Free,0,Everyone,Family,02-11-2024,14.14.65
Hyper ChatGPT,Entertainment,4,2,92.6,100,Free,0,Everyone 10+,Entertainment,10-04-2026,9.8.1
Epic Fit 2024,  music  ,4.1,17,142.2,1000,Free,0,Everyone,Tools;Creativity,29-04-2026,15.9.22
Maker 2023,  weather  ,3.8,20,23.8,1000,Free,0,Everyone,Weather,08-01-2026,4.14.54
Telegram Premium,Social,4.9,1494,90.05,100000,Free,0,Everyone,Artificial Intelligence,05-05-2026,Varies with device
AI Strike Online,Game,4.6,46,869.1,1000,Free,0,Adults only 18+,Game;Strategy,07-05-2026,11.4.58
Easy Player Go,Social,4,3,110.9,50,Free,0,Teen,Family,30-06-2026,10.18.35
WhatsApp Messenger 2024,Music,3.3,5,8.4,50,Free,0,Everyone,Tools,03-02-2025,6.18.49
Editor,Productivity,4.3,958162,130.6,50000000,Free,0,Everyone,Productivity,15-12-2024,9.4.47
Daily VPN,Social,4.3,1190,34.5,100000,Free,0,Teen,Family,14-05-2026,2.13.43
Player Hub 2025,Weather,4.2,5,130,100,Free,0,Everyone 10+,Weather,24-06-2026,10.16.37
Next Strike Hub,Social,4,2,39.9,100,Free,0,Everyone,Family,08-09-2024,11.14.51
Lite Browser 2026,House_And_Home,3.4,31,68.7,1000,Free,0,Everyone,House And Home,21-12-2025,11.4.96
Epic Health 2024,  Business,2.9,241,49.7,5000,Free,0,Everyone,Business,22-08-2025,5.15.47
Daily Connect,Game,4.1,22909,392,500000,Free,0,Mature 17+,Game;Board,23-09-2025,6.17.54
Super Dash App,Social,4,200,134.9,5000,Free,0,Everyone,Social,29-03-2026,13.0.79
Meta Editor Space 2024,Music,4,1,71.3,50,Free,0,Mature 17+,Tools,13-10-2025,4.8.25
Quick Learn 3D,Social  ,3.9,3,64.7,100,Free,0,Everyone,Social,31-08-2024,9.10.2
Meta Instagram_4025,Finance,3.7,5,90.05,500,Free,0,Everyone,Finance,18-03-2026,Varies with device
Daily Tracker Go,  social  ,4.8,5,113.9,50,Free,0,Teen,Artificial Intelligence;Creativity,17-04-2026,5.7.98
Strike 3D 2023,Video_Players,4.7,217671,287.7,5000000,Free,0,Teen,Video Players,19-02-2026,1.13.59
AI Maker,Auto_And_Vehicles,4.5,12,32.7,500,Free,0,Everyone,Auto And Vehicles,06-03-2026,15.4.38
Super Learn Space,Social,5,12,90.05,500,Free,0,Everyone,Artificial Intelligence,15-12-2022,Varies with device
Pro Browser Hub,Books_And_Reference,3.8,2,99.7,10,Free,0,Everyone,Books And Reference,12-01-2024,11.2.19
My Instagram,Game,4.2,684,1900.6,100000,Free,0,Teen,Game;Casual,25-05-2026,13.3.16
Instagram Go,  game  ,4.4,4632,1633,100000,Free,0,Teen,Game;Casual,15-06-2026,14.10.84
Ultra Dash Premium,social,4,0,63.8,10,Free,0,Everyone 10+,Family,15-04-2024,10.11.68
Ultra Fit AI 2023,Libraries_And_Demo,4.7,1704,63.1,100000,Free,0,Everyone,Libraries And Demo,07-04-2024,12.17.76
Easy Chat Premium,  game  ,4.3,1,1758.8,50,Free,0,Everyone,Game;Simulation,12-03-2026,12.20.12
Pro Chat Online,MUSIC,4,2,62,100,Free,0,Teen,Tools,19-08-2025,12.19.17
Lite Player Go 2026,health_and_fitness,3.9,1,90.05,50,Free,0,Everyone,Health And Fitness,10-02-2025,Varies with device
Hyper Craft Premium,Dating,,5,,1000,Free,0,Adults only 18+,Dating;Creativity,20-07-2025,13.11.67
Player 3D,GAME,5,39699,,1000000,Free,0,Everyone,Game;Puzzle,06-02-2026,15.8.68
Telegram Go,Sports,3.9,22647,130.8,500000,Paid,4.99,Everyone,Sports,10-10-2021,1.15.33
Crypto Pay Max,Game,,25,90.05,1000,Free,0,Teen,Game;Shooter,23-02-2026,Varies with device
My Wallet Premium,Social,3.9,18,143.6,1000,Free,0,Everyone,Family,28-11-2024,7.12.10
Hyper Tracker Plus,  Food_And_Drink,3.95,0,131.2,10,Free,0,Everyone,Food And Drink;Creativity,23-12-2023,14.1.35
Maker 2025,Game,3.9,7926,90.05,500000,Free,0,Everyone,Game;Action,24-05-2023,Varies with device
Lite Connect Hub,Social,4.3,5,13.2,10,Free,0,Everyone,Family,06-07-2025,8.0.27
Hyper Browser 2026,Libraries_And_Demo  ,3.95,2,97.2,100,Free,0,Everyone,Libraries And Demo;Creativity,04-12-2022,15.10.71
Pro Connect 2025,Social,4.8,1529,5.8,50000,Free,0,Everyone,Social,11-08-2025,2.13.50
Smart Telegram,Social  ,2.9,11,49.5,500,Free,0,Everyone,Family,19-11-2025,14.8.89
Smart Drive Space,Video_Players,4,13,207.1,1000,Free,0,Everyone,Video Players,15-12-2025,3.16.92
Lite Craft AI,Social,3.9,1,33.4,10,Free,0,Everyone,Social,27-04-2026,12.11.62
Ultra Learn 2026,Social,3.9,1,114.6,50,Free,0,Teen,Social;Creativity,04-04-2025,15.12.47
Daily Connect AI,  game  ,3.6,218,,5000,Free,0,Everyone,Game;Board,25-06-2026,11.0.98
Learn 2023_3457,Social,4,2,90.05,50,Free,0,Everyone,Family,23-11-2024,Varies with device
Meta Maker Plus,  Photography,4.1,1969,259.7,50000,Free,0,Everyone,Photography;Creativity,25-05-2024,2.4.32
My Maker Premium 2023,social,3.7,11169,80.4,1000000,Free,0,Adults only 18+,Family,10-10-2025,5.14.89
Quick Wallet AI,Game,4.4,5,90.05,100,Free,0,Teen,Game;Strategy,11-03-2026,Varies with device
Next Strike Space,Communication,4,1,48.6,50,Free,0,Everyone,Communication,14-03-2026,5.0.14
Next Learn Max,Comics,4.8,33,98.1,5000,Free,0,Everyone,Comics,05-06-2025,3.5.22
Epic Craft 2026,PRODUCTIVITY,,0,85.8,50,Free,0,Unrated,Productivity,29-12-2025,8.9.68
Strike 2026,Productivity,4.2,240,50.3,5000,Free,0,Everyone,Productivity,08-05-2025,10.14.28
Connect Pro 2026,  Game,3.8,246,1314,5000,Free,0,Teen,Game;Card,17-06-2025,2.13.17
Neo Telegram Plus,game,4.9,5,90.05,10,Free,0,Everyone,Game;Action,02-02-2026,Varies with device
Crypto Maker Go,Libraries_And_Demo,3.9,5,75.7,500,Free,0,Everyone,Libraries And Demo,11-08-2025,15.4.6
Super Instagram 2025,Photography,3.6,140,105.1,5000,Free,0,Everyone,Photography,20-10-2025,1.13.26
Learn Now 2025,Social,4.3,4,85.6,50,Free,0,Teen,Artificial Intelligence,26-06-2026,12.5.47
Super Telegram AI,Social,4.4,13892,6.4,500000,Free,0,Everyone,Artificial Intelligence;Creativity,11-06-2026,12.9.35
Browser Pro,Social,3.9,23290,100.2,1000000,Free,0,Teen,Artificial Intelligence;Creativity,21-12-2025,1.3.91
Daily Drive Max,Social,4,2,90.05,50,Free,0,Everyone,Family,24-10-2025,Varies with device
My Chat AI,business,,3,114.2,100,Paid,2.99,Everyone,Business;Creativity,26-03-2025,6.20.67
Quick Fit 3D,  Business,3.8,2,13.8,10,Free,0,Everyone,Business;Creativity,07-03-2026,6.9.51
Smart Drive Plus,Social,4.5,263,126.7,10000,Free,0,Teen,Art And Design,20-10-2025,10.12.82
Instagram Premium 2025,Sports,3.9,1,62,100,Free,0,Everyone 10+,Sports,03-01-2026,14.1.91
Hyper Craft App,weather,4.2,2,90.05,50,Free,0,Teen,Weather,13-04-2025,Varies with device
Lite Maker,Game,4.2,20,351.6,1000,Free,0,Everyone,Game;Puzzle,01-11-2025,14.19.30
Tracker Online_3913,Music  ,3.9,32,139.3,1000,Free,0,Teen,Tools,12-01-2025,12.7.43
Next Dash,Game,4.6,90,470.5,5000,Free,0,Teen,Game;Puzzle,21-01-2026,9.0.100
Ultra Health AI,Game,,3,90.05,100,Free,0,Everyone,Game;Strategy,21-07-2025,Varies with device
Crypto Pay Online,Productivity,4.4,10874,10.6,500000,Free,0,Everyone,Productivity;Creativity,14-08-2024,9.5.35
Easy Craft,Social,5,576,106.2,100000,Free,0,Everyone 10+,Family,22-05-2026,5.5.60
Quick Drive,Productivity,4,1575,45.5,100000,Free,0,Mature 17+,Productivity;Creativity,22-02-2025,8.19.32
Lite Dash,  Events,4.1,112,36.7,5000,Free,0,Mature 17+,Events,21-08-2025,5.2.57
Meta Chat Hub 2026,Social,4.8,13,119.7,500,Paid,2.99,Everyone,Artificial Intelligence;Creativity,09-06-2024,5.1.46
Easy Player,Social,4.1,2711,93.6,100000,Free,0,Everyone,Family,09-01-2025,4.10.43
Strike Pro,Music,3.2,148,94.2,10000,Free,0,Everyone,Tools;Creativity,26-07-2025,13.9.56
Drive Plus 2024,Social,4,2,16.5,50,Free,0,Everyone,Family,28-07-2024,1.18.18
My Browser Space 2024,Music,3.4,16,50.2,500,Free,0,Everyone,Tools,03-04-2026,9.3.97
Next Connect Plus,Sports,,3,72.3,10,Free,0,Teen,Sports,13-07-2024,14.12.52
Smart Tracker Premium,Social,4,0,32.6,50,Free,0,Everyone,Family;Creativity,22-04-2026,8.15.68
Lite Dash Plus,Parenting,4.1,3,16.1,100,Free,0,Everyone,Parenting,21-12-2022,10.1.26
Epic Editor,Social,3.9,17,12.4,500,Free,0,Everyone 10+,Family,01-02-2026,3.10.87
Neo Telegram 2024,Game,4.3,0,90.05,10,Free,0,Everyone 10+,Game;Card,24-06-2024,Varies with device
Instagram 2023,social,4.6,375,59.1,10000,Free,0,Everyone,Family;Creativity,16-07-2025,4.13.17
Hyper Strike App,Sports,3.9,0,80.7,100,Free,0,Everyone,Sports,06-02-2025,1.2.25
Meta Craft Pro 2024,MUSIC,4,4,51.6,100,Free,0,Everyone,Tools;Creativity,25-11-2025,5.13.13
Ultra VPN,Finance,4.3,4775,67.1,100000,Free,0,Everyone,Finance;Creativity,09-12-2023,4.9.99
Editor Max,Productivity,4,1024,61.7,50000,Free,0,Everyone 10+,Productivity;Creativity,12-08-2024,7.6.78
Lite Telegram,Finance,3.7,28,90.05,1000,Free,0,Everyone,Finance,16-09-2025,Varies with device
Meta VPN 3D,Game,4.3,1,90.05,100,Free,0,Everyone,Game;Strategy,19-08-2022,Varies with device
Epic Learn,finance,4.5,237,86.4,5000,Free,0,Everyone,Finance,23-06-2026,8.15.84
Ultra Learn App,Finance,3,2527,68,100000,Free,0,Everyone,Finance,24-04-2026,2.16.62
Lite Wallet,maps_and_navigation,2,153,58.6,5000,Free,0,Everyone,Maps And Navigation,18-03-2025,13.20.86
Next Pay Space,Business  ,4.8,5,90.05,50,Free,0,Everyone 10+,Business,30-12-2025,Varies with device
Instagram Hub_3690,game,4.1,23,643.4,1000,Free,0,Everyone,Game;Shooter,06-02-2025,1.20.8
Lite Health,Travel_And_Local,4.2,1434,36.9,100000,Free,0,Everyone 10+,Travel And Local,26-10-2025,8.12.12
VPN Hub 2026,  Social,4.3,1,106.5,10,Free,0,Teen,Artificial Intelligence,07-10-2023,12.4.26
Pro Dash Max,Social,,148,76.3,10000,Free,0,Everyone,Family,23-01-2026,9.7.63
Daily Health App 2025,Game,4.3,4,1744.6,50,Paid,4.99,Everyone,Game;Board,03-03-2025,6.6.20
Pay Hub_7350,Music,4.9,1063,67.4,50000,Free,0,Everyone,Tools,03-04-2026,7.10.98
Chat_7047,productivity,4,1,103,50,Free,0,Everyone,Productivity;Creativity,11-12-2025,5.5.23
Quick Maker Space,SOCIAL,4.1,156,90.05,5000,Free,0,Everyone 10+,Family,21-03-2024,Varies with device
Daily VPN 3D,Finance,3.8,30316,14,1000000,Free,0,Everyone,Finance;Creativity,30-05-2026,11.6.25
Drive Hub 2023,  Productivity,3.2,357,109.6,10000,Free,0,Everyone,Productivity,06-12-2025,13.18.40
Learn Hub 2023,photography,3.9,4,180.1,100,Free,0,Everyone,Photography,11-10-2023,5.20.22
Drive 2026,Game,4.3,2,90.05,100,Free,0,Everyone,Game;Card,23-12-2023,Varies with device
Learn App,Weather,4.1,2366,109.9,50000,Free,0,Everyone,Weather,03-03-2025,4.1.40
My Wallet AI,Social,5,5,18.4,50,Free,0,Everyone,Family;Creativity,28-01-2026,14.7.1
Dash 2024,Social,4,468,110.1,10000,Free,0,Everyone,Family;Creativity,10-02-2024,12.17.35
Editor 2026,Game,4.4,202799,90.05,5000000,Free,0,Everyone,Game;Board,19-02-2026,Varies with device
Quick Health Pro,Productivity,4.6,15,20.4,500,Free,0,Teen,Productivity;Creativity,19-06-2024,2.11.92
Easy Player App,SPORTS,3.9,2,81.7,50,Free,0,Everyone,Sports,23-01-2024,4.2.40
Editor App 2023,Lifestyle,4,1,111,100,Free,0,Mature 17+,Lifestyle,10-06-2023,15.10.36
Next Craft,Business,3.4,396,108.1,10000,Free,0,Everyone,Business;Creativity,23-03-2026,8.16.25
Telegram Now 2024_1762,Game,4.3,0,828.8,10,Free,0,Everyone,Game;Simulation,11-04-2025,7.8.85
Meta Instagram,Finance,3.7,118,28.6,10000,Free,0,Teen,Finance;Creativity,09-05-2024,12.13.82
My Wallet Now,Finance,3.1,162,9.4,5000,Free,0,Everyone 10+,Finance,25-10-2025,4.8.85
Epic Health Pro,SOCIAL,4.3,4,90.05,50,Free,0,Everyone,Artificial Intelligence,11-11-2024,Varies with device
Ultra Maker 3D,Shopping,4.4,5,103.4,10,Paid,9.99,Everyone,Shopping,09-02-2025,13.14.47
Drive Max_10149,  Game,4.3,5,90.05,10,Free,0,Everyone,Game;Puzzle,30-09-2025,Varies with device
Pro Strike,social,4.3,10,82.6,1000,Free,0,Everyone,Family;Creativity,15-08-2025,3.13.52
Strike Online_7022,Game  ,,30,90.05,1000,Free,0,Everyone,Game;Strategy,06-07-2024,Varies with device
Browser Online 2023,Game,4.8,16,1134.7,500,Free,0,Everyone,Game;Simulation,10-03-2025,14.16.15
Telegram Space,Productivity,5,43623,28.1,1000000,Free,0,Everyone,Productivity,11-05-2026,1.18.75
Quick Fit,Social,4,2,108.8,50,Free,0,Everyone,Family,01-09-2024,12.15.7
Wallet Pro,Social,5,14890,134.5,500000,Free,0,Everyone 10+,Artificial Intelligence,09-12-2024,11.2.64
Lite Health Space,  game  ,3.9,3749,511.5,100000,Paid,4.99,Everyone,Game;Card,10-08-2025,11.12.55
Hyper Drive Go 2023,Productivity,,2,,10,Free,0,Everyone,Productivity,08-05-2023,3.17.38
Smart Dash Pro 2025,Game,4.3,3,90.05,50,Free,0,Everyone,Game;Action,27-06-2024,Varies with device
Daily Spotify,Social,3.4,341,,10000,Free,0,Everyone,Social;Creativity,22-02-2026,8.16.62
Quick Wallet,Business,3.7,2445,124.4,50000,Free,0,Everyone,Business;Creativity,02-08-2024,15.10.9
Quick Fit Premium,Social,4.6,254,11.9,10000,Free,0,Teen,Family;Creativity,24-12-2025,8.2.90
Epic VPN Go,Food_And_Drink,3.2,889,68.2,50000,Free,0,Everyone,Food And Drink,13-10-2024,2.9.21
Fit Now 2023,Finance,4,0,145.5,10,Free,0,Everyone,Finance,22-03-2024,9.14.40
VPN_1687,SOCIAL,3.3,48,54.3,1000,Free,0,Everyone,Family,02-12-2025,11.17.53
Pay Space,Game,3.8,150444,90.05,10000000,Free,0,Everyone,Game;Action,27-09-2025,Varies with device
Hyper Telegram Pro,auto_and_vehicles,4.2,1,136.4,50,Free,0,Teen,Auto And Vehicles,03-10-2025,2.11.77
Ultra Health 2024,Music,3.9,195,85.4,10000,Free,0,Everyone,Tools,29-04-2025,6.13.84
Meta Strike Go,Social,4,1,90.05,10,Free,0,Everyone,Family,20-06-2023,Varies with device
Easy Learn Online,Game,4.6,29,559.7,5000,Free,0,Everyone,Game;Shooter,11-01-2026,6.10.20
Craft App_10352,game,4.3,1,90.05,50,Free,0,Everyone,Game;Shooter,03-06-2026,Varies with device
Learn 2026,Music,3.5,186,68.8,5000,Free,0,Everyone,Tools,19-01-2026,15.19.49
Smart Strike Go,House_And_Home,4.8,21,81.8,1000,Free,0,Everyone,House And Home,06-04-2023,8.9.67
Epic Browser Premium,Social,3.9,3,86.5,50,Free,0,Everyone,Social,03-05-2026,4.13.39
Daily Maker App,social,4,1,66.5,10,Free,0,Teen,Family,14-02-2026,14.16.85
Next Pay Online,  events  ,3.9,40,57.1,1000,Free,0,Everyone,Events,19-06-2026,7.4.30
Easy Editor Online,News_And_Magazines,4.1,0,13.8,50,Free,0,Everyone,News And Magazines,07-05-2026,3.8.44
Ultra Craft Max 2023,Game,4.7,112,1693,5000,Free,0,Everyone,Game;RPG,06-04-2026,12.13.59
Meta Connect Now,  Game,4,20735,1791.2,500000,Free,0,Everyone,Game;Shooter,30-12-2025,13.11.49
Crypto Telegram Pro 2024,Social,3.6,24,51.1,500,Free,0,Everyone,Family,09-07-2025,11.6.72
Next Health 2025,Game,3.5,18,90.05,500,Free,0,Everyone,Game;RPG,17-12-2025,Varies with device
Dash Space_7571,  Music,3.8,5,37.1,10,Paid,4.99,Everyone,Tools,22-05-2025,14.9.48
Super Maker Online,Weather,4.4,5,27.3,50,Free,0,Everyone,Weather,12-12-2025,7.19.58
Craft_2984,Food_And_Drink,,15,131.8,1000,Free,0,Everyone,Food And Drink;Creativity,16-03-2026,9.15.87
Ultra Player Pro,Communication,4.1,171,71.6,5000,Free,0,Everyone 10+,Communication,24-12-2024,14.16.29
Quick Instagram 2024,Social,4.6,10,39.5,1000,Free,0,Everyone,Family;Creativity,10-03-2026,11.12.19
