App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Revenue Estimate,Review Engagement,Install Group,Rating Class
Neo Wallet Go,Game,4.3,3,83.1,50,Free,0.0,Everyone,Game;Casual,10-09-2025,4.3.45,0.0,0.06,Low,Good
Neo Wallet Max,Game,4.3,2,1052.6,100,Free,0.0,Everyone,Game;Card,15-12-2023,6.5.25,0.0,0.02,Low,Good
Neo Wallet Now,Comics,4.4,5,84.0,1000,Free,0.0,Teen,Comics,08-11-2024,4.3.97,0.0,0.005,Low,Good
Neo Wallet Pro,Game,4.3,4,90.05,100,Free,0.0,Everyone,Game;Puzzle,10-02-2026,Varies with device,0.0,0.04,Low,Good
Next Browser,Game,4.0,380,90.05,50000,Free,0.0,Everyone,Game;Strategy,25-11-2025,Varies with device,0.0,0.0076,Medium,Good
Next Browser App,Social,3.2,45761,127.3,1000000,Free,0.0,Everyone,Family,03-03-2026,2.13.21,0.0,0.045761,High,Average
Next Browser Hub,Social,4.1,18,29.5,500,Free,0.0,Everyone,Artificial Intelligence;Creativity,06-10-2023,5.20.12,0.0,0.036,Low,Good
Next Chat,Finance,3.7,43420,91.3,1000000,Free,0.0,Everyone,Finance;Creativity,18-06-2024,5.5.91,0.0,0.04342,High,Good
Next Chat 3D,Social,4.0,4,20.4,50,Free,0.0,Everyone,Family;Creativity,03-12-2025,10.2.1,0.0,0.08,Low,Good
Next Chat AI 2024,Music,4.0,3,129.9,50,Free,0.0,Everyone,Tools,11-11-2023,11.13.11,0.0,0.06,Low,Good
Next Chat Hub,Sports,3.9,0,102.4,10,Free,0.0,Everyone,Sports,30-09-2025,14.4.30,0.0,0.0,Low,Good
Next Chat Max,Music,5.0,10,120.2,500,Free,0.0,Teen,Tools,04-02-2026,3.2.93,0.0,0.02,Low,Excellent
Next Chat Now,Food_And_Drink,3.9,5,106.5,100,Free,0.0,Everyone,Food And Drink,21-02-2026,7.9.89,0.0,0.05,Low,Good
Next Chat Online,Social,4.9,18,60.3,500,Free,0.0,Everyone,Family,18-07-2024,9.0.48,0.0,0.036,Low,Excellent
Next Chat Pro,Game,4.4,37,1696.4,1000,Free,0.0,Everyone,Game;RPG,17-06-2025,13.3.67,0.0,0.037,Low,Good
Next Chat Space,Music,4.0,1,87.9,50,Free,0.0,Everyone,Tools;Creativity,06-12-2024,2.7.55,0.0,0.02,Low,Good
Next Connect,News_And_Magazines,4.6,14684,83.1,1000000,Free,0.0,Everyone,News And Magazines,11-06-2023,15.16.52,0.0,0.014684,High,Excellent
Next Connect AI,Social,4.1,4,270.9,10,Free,0.0,Everyone,Art And Design,15-11-2025,15.9.43,0.0,0.4,Low,Good
Next Connect Go,Sports,3.9,4,74.0,100,Free,0.0,Everyone,Sports,20-07-2025,8.19.56,0.0,0.04,Low,Good
Next Connect Online,Productivity,3.7,52,108.0,5000,Free,0.0,Everyone 10+,Productivity,20-04-2025,10.13.1,0.0,0.0104,Low,Good
Next Connect Plus,Sports,3.9,3,72.3,10,Free,0.0,Teen,Sports,13-07-2024,14.12.52,0.0,0.3,Low,Good
Next Connect Premium,Game,4.3,0,90.05,10,Free,0.0,Everyone,Game;Board,24-07-2025,Varies with device,0.0,0.0,Low,Good
Next Craft,Business,3.4,396,108.1,10000,Free,0.0,Everyone,Business;Creativity,23-03-2026,8.16.25,0.0,0.0396,Low,Average
Next Craft Now,News_And_Magazines,4.1,75,63.1,5000,Free,0.0,Everyone,News And Magazines,02-11-2024,5.17.10,0.0,0.015,Low,Good
Next Craft Plus,Social,4.3,4,85.0,500,Free,0.0,Teen,Artificial Intelligence;Creativity,19-06-2025,8.3.66,0.0,0.008,Low,Good
Next Craft Premium,Social,4.0,2,90.05,50,Free,0.0,Everyone,Family,31-03-2026,Varies with device,0.0,0.04,Low,Good
Next Craft Space,Weather,4.4,5,28.8,10,Free,0.0,Everyone,Weather;Creativity,27-05-2026,3.4.89,0.0,0.5,Low,Good
Next Dash,Game,4.6,90,470.5,5000,Free,0.0,Teen,Game;Puzzle,21-01-2026,9.0.100,0.0,0.018,Low,Excellent
Next Dash Hub,Maps_And_Navigation,4.15,0,94.4,100,Free,0.0,Everyone,Maps And Navigation,15-06-2026,8.7.32,0.0,0.0,Low,Good
Next Dash Max,Productivity,4.0,2,113.9,50,Free,0.0,Everyone,Productivity,31-08-2024,9.6.56,0.0,0.04,Low,Good
Next Dash Online,Game,4.3,2,1661.4,10,Free,0.0,Everyone,Game;Simulation,01-10-2025,9.5.68,0.0,0.2,Low,Good
Next Dash Pro,Productivity,4.0,2,98.5,100,Free,0.0,Everyone 10+,Productivity,05-05-2024,1.3.1,0.0,0.02,Low,Good
Next Dash Space 2025,Personalization,4.0,1,114.3,10,Free,0.0,Everyone,Personalization,06-04-2025,7.13.58,0.0,0.1,Low,Good
Next Drive,Game,4.4,16528,90.05,500000,Free,0.0,Everyone,Game;Simulation,09-08-2024,Varies with device,0.0,0.033056,High,Good
Next Drive 2025,Personalization,4.3,12,90.05,500,Free,0.0,Everyone,Personalization,26-01-2026,Varies with device,0.0,0.024,Low,Good
Next Drive 3D,Productivity,4.0,0,136.4,100,Free,0.0,Everyone,Productivity,31-05-2026,13.14.27,0.0,0.0,Low,Good
Next Drive AI,Game,4.3,0,549.3,100,Free,0.0,Everyone 10+,Game;Action,15-06-2026,7.16.10,0.0,0.0,Low,Good
Next Drive Max 2026,Social,2.6,20,67.7,500,Free,0.0,Everyone,Family,22-01-2025,14.7.85,0.0,0.04,Low,Average
Next Drive Online,Business,3.4,4344,37.0,100000,Free,0.0,Everyone,Business,14-10-2025,2.11.83,0.0,0.04344,Medium,Average
Next Drive Premium,Photography,3.9,0,298.8,100,Free,0.0,Everyone,Photography,03-12-2025,11.5.29,0.0,0.0,Low,Good
Next Editor,Game,4.3,4,878.4,500,Paid,1.99,Everyone,Game;Strategy,15-11-2024,1.20.83,995.0,0.008,Low,Good
Next Editor App,Game,4.3,0,1178.0,100,Free,0.0,Everyone,Game;Action,16-04-2023,1.13.44,0.0,0.0,Low,Good
Next Editor Max,Game,5.0,11,90.05,1000,Free,0.0,Everyone,Game;Strategy,15-05-2025,Varies with device,0.0,0.011,Low,Excellent
Next Editor Premium,Social,4.1,2444,90.05,100000,Paid,0.99,Everyone,Family,11-12-2025,Varies with device,99000.0,0.02444,Medium,Good
Next Fit,House_And_Home,2.9,1812,54.7,100000,Free,0.0,Everyone,House And Home,03-08-2025,4.13.23,0.0,0.01812,Medium,Average
Next Fit Now,Shopping,3.4,14642,119.5,500000,Free,0.0,Everyone,Shopping,03-05-2026,15.14.72,0.0,0.029284,High,Average
Next Fit Online,Social,3.9,3,55.8,10,Free,0.0,Everyone,Social,21-11-2025,11.20.73,0.0,0.3,Low,Good
Next Fit Plus,Events,3.8,2,120.5,100,Free,0.0,Unrated,Events;Creativity,07-07-2025,15.16.17,0.0,0.02,Low,Good
Next Fit Premium,Entertainment,5.0,2940,83.4,100000,Paid,4.99,Everyone 10+,Entertainment;Creativity,06-07-2025,8.10.48,499000.0,0.0294,Medium,Excellent
Next Health,Game,3.0,331,959.9,10000,Free,0.0,Everyone,Game;Card,12-10-2024,11.13.87,0.0,0.0331,Low,Average
Next Health 2025,Game,3.5,18,90.05,500,Free,0.0,Everyone,Game;RPG,17-12-2025,Varies with device,0.0,0.036,Low,Average
Next Health 3D,Music,4.0,17,51.8,1000,Free,0.0,Everyone,Tools,13-05-2026,12.2.81,0.0,0.017,Low,Good
Next Health App,Comics,3.5,40878,139.4,1000000,Free,0.0,Teen,Comics;Creativity,04-10-2023,11.18.85,0.0,0.040878,High,Average
Next Health Now,Virtual_Reality,4.0,3,241.3,50,Free,0.0,Teen,Virtual Reality,17-11-2025,14.18.88,0.0,0.06,Low,Good
Next Health Online,Game,4.8,162,912.6,5000,Free,0.0,Teen,Game;Puzzle,02-06-2024,2.2.42,0.0,0.0324,Low,Excellent
Next Health Online 2024,Music,4.0,0,90.05,10,Free,0.0,Everyone,Tools,13-03-2025,Varies with device,0.0,0.0,Low,Good
Next Health Pro,Photography,3.9,19559,167.2,500000,Free,0.0,Everyone,Photography,09-06-2025,14.6.89,0.0,0.039118,High,Good
Next Health Space,Social,4.6,5585,16.2,500000,Free,0.0,Everyone,Family,15-02-2026,11.17.22,0.0,0.01117,High,Excellent
Next Instagram,Social,2.8,183,47.7,10000,Free,0.0,Everyone,Family,11-08-2025,10.11.72,0.0,0.0183,Low,Average
Next Instagram App,Virtual_Reality,3.0,22,208.5,500,Free,0.0,Everyone,Virtual Reality,24-04-2026,11.0.72,0.0,0.044,Low,Average
Next Instagram Online,Social,4.1,5,90.05,50,Free,0.0,Everyone,Artificial Intelligence;Creativity,25-06-2026,Varies with device,0.0,0.1,Low,Good
Next Instagram Plus,Communication,4.1,14,138.1,500,Free,0.0,Everyone,Communication,19-05-2024,10.13.29,0.0,0.028,Low,Good
Next Instagram_3950,Productivity,3.7,16,83.1,500,Free,0.0,Teen,Productivity,16-04-2026,9.15.74,0.0,0.032,Low,Good
Next Learn,House_And_Home,4.0,0,33.6,100,Free,0.0,Everyone,House And Home;Creativity,04-03-2024,12.17.13,0.0,0.0,Low,Good
Next Learn 2026,Game,4.3,3,90.05,500,Free,0.0,Teen,Game;Strategy,29-10-2022,Varies with device,0.0,0.006,Low,Good
Next Learn Go,Game,3.8,23,132.0,500,Free,0.0,Everyone,Game;Shooter,04-04-2025,4.1.32,0.0,0.046,Low,Good
Next Learn Max,Comics,4.8,33,98.1,5000,Free,0.0,Everyone,Comics,05-06-2025,3.5.22,0.0,0.0066,Low,Excellent
Next Learn Premium,Social,4.0,2,100.0,10,Free,0.0,Everyone,Family;Creativity,23-07-2024,4.20.53,0.0,0.2,Low,Good
Next Maker,Social,4.6,355,75.7,10000,Free,0.0,Everyone,Family,03-05-2026,6.17.8,0.0,0.0355,Low,Excellent
Next Maker 3D 2024,Photography,3.9,2,254.3,100,Free,0.0,Everyone 10+,Photography,08-02-2026,11.13.5,0.0,0.02,Low,Good
Next Maker Go,Game,3.8,10,90.05,500,Free,0.0,Teen,Game;Card,03-04-2026,Varies with device,0.0,0.02,Low,Good
Next Maker Max,Travel_And_Local,3.5,13,124.6,500,Free,0.0,Everyone,Travel And Local,06-02-2026,3.10.15,0.0,0.026,Low,Average
Next Maker Online,Social,4.0,0,92.8,50,Free,0.0,Everyone,Family;Creativity,12-01-2026,13.2.45,0.0,0.0,Low,Good
Next Pay,Web3_And_Crypto,4.1,19399,63.0,500000,Free,0.0,Adults only 18+,Web3 And Crypto;Creativity,05-09-2025,2.0.16,0.0,0.038798,High,Good
Next Pay Go,Auto_And_Vehicles,4.3,343,90.05,10000,Free,0.0,Everyone,Auto And Vehicles,19-02-2026,Varies with device,0.0,0.0343,Low,Good
Next Pay Max,Social,4.3,48,146.8,1000,Free,0.0,Everyone 10+,Social,27-04-2026,14.19.60,0.0,0.048,Low,Good
Next Pay Now,Social,4.0,1,58.6,100,Free,0.0,Everyone,Family,03-04-2026,5.11.55,0.0,0.01,Low,Good
Next Pay Online,Events,3.9,40,57.1,1000,Free,0.0,Everyone,Events,19-06-2026,7.4.30,0.0,0.04,Low,Good
Next Pay Plus,Social,4.5,14,88.6,500,Free,0.0,Teen,Social;Creativity,23-12-2025,7.5.80,0.0,0.028,Low,Good
Next Pay Space,Business,4.8,5,90.05,50,Free,0.0,Everyone 10+,Business,30-12-2025,Varies with device,0.0,0.1,Low,Excellent
Next Player,Social,4.0,1,18.4,100,Paid,2.99,Everyone,Family,30-06-2024,11.16.82,299.0,0.01,Low,Good
Next Player 2025,Game,4.8,1895,778.9,50000,Free,0.0,Everyone,Game;Shooter,09-05-2023,3.11.11,0.0,0.0379,Medium,Excellent
Next Player App,Finance,4.0,2,76.4,100,Free,0.0,Everyone,Finance,22-02-2025,13.11.36,0.0,0.02,Low,Good
Next Player Hub,Social,4.0,3,90.05,100,Free,0.0,Everyone,Family,21-02-2026,Varies with device,0.0,0.03,Low,Good
Next Player Now,Productivity,4.0,1,130.5,10,Free,0.0,Everyone,Productivity,17-03-2025,13.3.12,0.0,0.1,Low,Good
Next Player Premium,Game,4.3,17,90.05,500,Free,0.0,Everyone,Game;Puzzle,26-01-2026,Varies with device,0.0,0.034,Low,Good
Next SnapChat,Productivity,4.2,227,71.4,5000,Free,0.0,Everyone,Productivity,06-08-2025,15.18.74,0.0,0.0454,Low,Good
Next Spotify,Social,4.1,117,37.0,10000,Free,0.0,Everyone,Family;Creativity,25-09-2025,12.6.72,0.0,0.0117,Low,Good
Next Strike,Music,4.5,1109,52.7,50000,Free,0.0,Teen,Tools,23-01-2026,3.9.37,0.0,0.02218,Medium,Good
Next Strike Hub,Social,4.0,2,39.9,100,Free,0.0,Everyone,Family,08-09-2024,11.14.51,0.0,0.02,Low,Good
Next Strike Now,Social,4.3,0,8.5,50,Free,0.0,Everyone,Artificial Intelligence,09-10-2024,2.12.62,0.0,0.0,Low,Good
Next Strike Pro,Finance,4.0,2,145.6,50,Free,0.0,Everyone,Finance,23-09-2024,8.13.22,0.0,0.04,Low,Good
Next Strike Space,Communication,4.0,1,48.6,50,Free,0.0,Everyone,Communication,14-03-2026,5.0.14,0.0,0.02,Low,Good
Next Telegram,Productivity,4.3,355,90.05,10000,Free,0.0,Teen,Productivity,08-06-2026,Varies with device,0.0,0.0355,Low,Good
Next Telegram 2024,Shopping,4.1,4,140.1,100,Free,0.0,Everyone,Shopping,30-09-2025,5.5.92,0.0,0.04,Low,Good
Next Telegram App 2025,Social,4.1,30,41.2,1000,Free,0.0,Everyone,Family;Creativity,20-06-2026,4.20.13,0.0,0.03,Low,Good
Next Telegram Premium,Video_Players,3.8,1017,90.05,50000,Free,0.0,Teen,Video Players;Creativity,21-04-2026,Varies with device,0.0,0.02034,Medium,Good
Next Telegram_2811,Music,4.0,0,18.1,10,Free,0.0,Teen,Tools,13-06-2025,3.3.35,0.0,0.0,Low,Good
Next Tracker,Social,4.0,22,79.7,500,Free,0.0,Teen,Medical,30-06-2026,13.18.17,0.0,0.044,Low,Good
Next Tracker 2025,Beauty,3.8,11,51.7,1000,Free,0.0,Everyone,Beauty,28-01-2025,9.11.92,0.0,0.011,Low,Good
Next Tracker Max,Social,4.0,0,141.4,10,Free,0.0,Teen,Family,18-03-2026,5.15.42,0.0,0.0,Low,Good
Next Tracker Premium,Productivity,4.0,4,101.1,100,Free,0.0,Everyone,Productivity,22-02-2026,7.19.8,0.0,0.04,Low,Good
Next Tracker Space,Music,4.0,3,149.5,100,Free,0.0,Everyone,Tools,28-12-2025,3.16.71,0.0,0.03,Low,Good
Next VPN,Social,3.7,3496,69.3,100000,Free,0.0,Teen,Art And Design,27-08-2024,12.8.19,0.0,0.03496,Medium,Good
Next VPN 2023,Social,4.0,2,86.7,50,Free,0.0,Everyone,Family,07-10-2025,7.14.50,0.0,0.04,Low,Good
Next VPN Go,Social,3.8,214,128.6,5000,Free,0.0,Everyone,Family,23-12-2024,1.17.10,0.0,0.0428,Low,Good
Next VPN Max,House_And_Home,4.5,5,106.7,10,Free,0.0,Everyone,House And Home,09-01-2026,2.11.9,0.0,0.5,Low,Good
Next Wallet,Books_And_Reference,5.0,18,90.8,1000,Free,0.0,Everyone,Books And Reference,15-05-2025,15.0.59,0.0,0.018,Low,Excellent
Next Wallet Go,Productivity,4.0,1,86.1,100,Free,0.0,Everyone,Productivity,23-05-2025,6.0.58,0.0,0.01,Low,Good
Next Wallet Hub,Social,3.9,0,115.1,50,Free,0.0,Teen,Social,18-03-2026,4.10.18,0.0,0.0,Low,Good
Next Wallet Online,Video_Players,4.2,4,218.1,500,Free,0.0,Everyone,Video Players,11-12-2024,1.7.55,0.0,0.008,Low,Good
Pay,Food_And_Drink,3.9,119672,118.1,5000000,Free,0.0,Everyone,Food And Drink,28-02-2026,12.2.40,0.0,0.0239344,Very High,Good
Pay 2023,Social,3.3,2253,90.05,50000,Free,0.0,Everyone,Family,22-08-2022,Varies with device,0.0,0.04506,Medium,Average
Pay 2024,Productivity,4.5,21371,148.5,500000,Free,0.0,Everyone,Productivity,23-03-2026,6.17.53,0.0,0.042742,High,Good
Pay 2025,Social,4.3,78,61.9,10000,Free,0.0,Everyone,Social,27-03-2026,12.3.70,0.0,0.0078,Low,Good
Pay 2026,Photography,4.6,269,36.4,10000,Free,0.0,Everyone,Photography,18-05-2025,4.0.87,0.0,0.0269,Low,Excellent
Pay AI,House_And_Home,4.0,69,103.7,5000,Free,0.0,Teen,House And Home,13-01-2026,12.6.7,0.0,0.0138,Low,Good
Pay AI 2024,Social,3.3,339,8.0,10000,Free,0.0,Everyone,Medical,10-02-2025,5.6.17,0.0,0.0339,Low,Average
Pay AI 2025,Social,4.1,1,198.1,100,Free,0.0,Everyone,Art And Design,19-01-2026,9.13.78,0.0,0.01,Low,Good
Pay App,Game,4.4,2736,90.05,100000,Free,0.0,Teen,Game;Action,28-02-2025,Varies with device,0.0,0.02736,Medium,Good
Pay Go,Finance,3.4,1230,135.3,50000,Free,0.0,Everyone 10+,Finance;Creativity,08-06-2026,11.0.27,0.0,0.0246,Medium,Average
Pay Go 2025,Social,4.7,5,35.3,500,Free,0.0,Teen,Artificial Intelligence,11-06-2025,6.13.12,0.0,0.01,Low,Excellent
Pay Hub,Game,4.7,26,90.05,1000,Free,0.0,Everyone,Game;Puzzle,05-07-2025,Varies with device,0.0,0.026,Low,Excellent
Pay Hub 2024,Social,4.1,1182,85.4,50000,Free,0.0,Everyone,Social,09-06-2026,12.14.92,0.0,0.02364,Medium,Good
Pay Hub 2025,Game,5.0,461,90.05,50000,Free,0.0,Everyone,Game;Action,23-10-2025,Varies with device,0.0,0.00922,Medium,Excellent
Pay Hub_7350,Music,4.9,1063,67.4,50000,Free,0.0,Everyone,Tools,03-04-2026,7.10.98,0.0,0.02126,Medium,Excellent
Pay Max,Finance,4.1,26624,29.5,1000000,Free,0.0,Everyone,Finance,16-01-2024,9.15.72,0.0,0.026624,High,Good
Pay Max 2023,Game,4.3,3,62.3,10,Free,0.0,Everyone,Game;Casual,11-06-2026,14.20.57,0.0,0.3,Low,Good
Pay Max 2024,Social,4.9,5,28.3,100,Paid,0.99,Everyone,Artificial Intelligence,20-10-2024,11.2.82,99.0,0.05,Low,Excellent
Pay Now,Productivity,3.3,43908,48.1,1000000,Free,0.0,Everyone,Productivity,06-12-2025,1.13.70,0.0,0.043908,High,Average
Pay Online,Libraries_And_Demo,3.4,2430,90.05,100000,Free,0.0,Everyone,Libraries And Demo,14-08-2024,Varies with device,0.0,0.0243,Medium,Average
Pay Plus,Personalization,4.2,391,55.0,10000,Free,0.0,Everyone 10+,Personalization,01-03-2026,9.7.18,0.0,0.0391,Low,Good
Pay Plus 2023,Music,3.9,246,62.2,5000,Free,0.0,Everyone,Tools,22-02-2026,7.14.35,0.0,0.0492,Low,Good
Pay Plus 2024,Communication,4.0,4,52.4,10,Free,0.0,Everyone,Communication;Creativity,20-07-2025,6.5.39,0.0,0.4,Low,Good
Pay Premium,Social,3.7,1549,11.6,50000,Free,0.0,Everyone,Artificial Intelligence;Creativity,27-12-2025,4.3.48,0.0,0.03098,Medium,Good
Pay Premium 2026,Social,4.7,17,51.7,500,Free,0.0,Everyone,Family;Creativity,09-11-2025,4.1.25,0.0,0.034,Low,Excellent
Pay Pro,Social,3.6,230,12.4,10000,Free,0.0,Mature 17+,Social,27-04-2025,10.3.76,0.0,0.023,Low,Good
Pay Pro 2023,Social,4.9,242,67.2,5000,Free,0.0,Everyone,Education,08-04-2026,4.10.88,0.0,0.0484,Low,Excellent
Pay Pro 2026,Game,3.3,19,90.05,1000,Free,0.0,Everyone,Game;Board,21-04-2023,Varies with device,0.0,0.019,Low,Average
Pay Space,Game,3.8,150444,90.05,10000000,Free,0.0,Everyone,Game;Action,27-09-2025,Varies with device,0.0,0.0150444,Very High,Good
Pay_11307,Game,5.0,5,1901.1,50,Free,0.0,Everyone,Game;Action,18-02-2024,1.19.32,0.0,0.1,Low,Excellent
Pay_3241,Social,4.3,7384,132.0,1000000,Free,0.0,Everyone,Family,24-08-2025,2.17.29,0.0,0.007384,High,Good
Pay_4284,Web3_And_Crypto,4.1,0,90.05,100,Free,0.0,Mature 17+,Web3 And Crypto;Creativity,28-05-2025,Varies with device,0.0,0.0,Low,Good
Pay_7224,Food_And_Drink,4.4,11,90.05,1000,Free,0.0,Teen,Food And Drink,31-10-2023,Varies with device,0.0,0.011,Low,Good
Pay_9221,Game,3.1,12,90.05,1000,Free,0.0,Everyone,Game;RPG,08-03-2025,Varies with device,0.0,0.012,Low,Average
Player,Music,2.9,1188436,13.1,50000000,Free,0.0,Teen,Tools,13-01-2026,6.18.88,0.0,0.02376872,Very High,Average
Player 2023,Social,3.6,32,125.2,1000,Free,0.0,Teen,Artificial Intelligence,15-05-2026,6.15.84,0.0,0.032,Low,Good
Player 2023_141,Game,5.0,13,90.05,500,Free,0.0,Everyone,Game;Action,27-10-2024,Varies with device,0.0,0.026,Low,Excellent
Player 2024,Personalization,4.1,2099,140.5,50000,Free,0.0,Everyone,Personalization;Creativity,30-11-2023,8.7.69,0.0,0.04198,Medium,Good
Player 2025,Game,3.8,215,530.3,5000,Free,0.0,Everyone,Game;Strategy,11-10-2023,13.12.32,0.0,0.043,Low,Good
Player 2026,Social,4.0,0,64.2,100,Free,0.0,Mature 17+,Family,29-04-2023,9.14.27,0.0,0.0,Low,Good
Player 2026_4861,Finance,4.2,5,78.0,50,Free,0.0,Everyone,Finance,15-11-2024,3.17.28,0.0,0.1,Low,Good
Player 3D,Game,5.0,39699,1983.0,1000000,Free,0.0,Everyone,Game;Puzzle,06-02-2026,15.8.68,0.0,0.039699,High,Excellent
Player AI,Productivity,4.0,48630,83.5,1000000,Free,0.0,Everyone 10+,Productivity,15-08-2025,2.11.82,0.0,0.04863,High,Good
Player AI 2025,Travel_And_Local,2.7,34,24.5,1000,Free,0.0,Everyone,Travel And Local,29-01-2025,12.2.77,0.0,0.034,Low,Average
Player App,Social,4.0,3,124.6,500,Free,0.0,Everyone,Family,29-03-2026,12.0.61,0.0,0.006,Low,Good
Player App 2024,Productivity,4.1,5,90.05,50,Free,0.0,Everyone,Productivity,03-07-2025,Varies with device,0.0,0.1,Low,Good
Player App 2025,Productivity,3.8,16,49.2,500,Free,0.0,Everyone,Productivity,02-11-2025,11.20.57,0.0,0.032,Low,Good
Player Go,Productivity,4.7,2273,90.05,100000,Free,0.0,Everyone,Productivity,22-02-2026,Varies with device,0.0,0.02273,Medium,Excellent
Player Hub,Music,3.9,556,148.7,50000,Free,0.0,Everyone,Tools,01-11-2025,1.10.77,0.0,0.01112,Medium,Good
Player Hub 2025,Weather,4.2,5,130.0,100,Free,0.0,Everyone 10+,Weather,24-06-2026,10.16.37,0.0,0.05,Low,Good
Player Now,Game,4.0,15,90.05,1000,Free,0.0,Everyone,Game;Action,12-06-2024,Varies with device,0.0,0.015,Low,Good
Player Now 2026,Productivity,4.0,0,65.3,10,Free,0.0,Everyone,Productivity,24-01-2023,11.0.5,0.0,0.0,Low,Good
Player Now_4816,Music,4.0,18081,90.05,500000,Free,0.0,Teen,Tools,01-06-2026,Varies with device,0.0,0.036162,High,Good
Player Online,Social,4.4,174,126.8,10000,Free,0.0,Teen,Artificial Intelligence;Creativity,10-04-2026,14.2.85,0.0,0.0174,Low,Good
Player Online 2023_11314,Music,4.0,4,41.5,100,Free,0.0,Everyone,Tools;Creativity,14-07-2025,2.11.100,0.0,0.04,Low,Good
Player Online 2025,Social,4.3,0,81.0,100,Free,0.0,Unrated,Artificial Intelligence,23-10-2025,1.16.81,0.0,0.0,Low,Good
Player Plus,Dating,3.5,14194,77.5,500000,Free,0.0,Mature 17+,Dating,25-05-2026,11.1.98,0.0,0.028388,High,Average
Player Premium,Game,4.8,2335,81.4,50000,Paid,0.99,Everyone 10+,Game;Strategy,24-04-2025,5.7.77,49500.0,0.0467,Medium,Excellent
Player Pro,Finance,4.2,370,92.9,50000,Free,0.0,Everyone,Finance,23-04-2026,12.5.77,0.0,0.0074,Medium,Good
Player Pro 2026,Finance,4.1,5,102.0,100,Free,0.0,Everyone,Finance,21-04-2026,13.15.52,0.0,0.05,Low,Good
Player Space,Game,4.8,4103,90.05,500000,Free,0.0,Everyone,Game;Puzzle,13-04-2026,Varies with device,0.0,0.008206,High,Excellent
Player Space 2026,Social,4.0,1,77.6,100,Free,0.0,Teen,Family;Creativity,07-01-2026,13.14.97,0.0,0.01,Low,Good
Player_2616,Game,4.3,1,1489.6,100,Free,0.0,Everyone,Game;RPG,17-11-2025,14.20.47,0.0,0.01,Low,Good
Pro Browser,Social,3.2,243,178.9,5000,Free,0.0,Everyone,Art And Design;Creativity,01-05-2025,15.6.28,0.0,0.0486,Low,Average
Pro Browser 3D,Shopping,4.1,0,44.3,100,Free,0.0,Everyone,Shopping,31-01-2025,8.16.44,0.0,0.0,Low,Good
Pro Browser AI,Finance,4.1,24,90.05,500,Free,0.0,Everyone,Finance;Creativity,03-09-2025,Varies with device,0.0,0.048,Low,Good
Pro Browser Go,Social,3.9,4,41.2,50,Free,0.0,Everyone,Social,02-05-2023,1.9.23,0.0,0.08,Low,Good
Pro Browser Hub,Books_And_Reference,3.8,2,99.7,10,Free,0.0,Everyone,Books And Reference,12-01-2024,11.2.19,0.0,0.2,Low,Good
Pro Browser Max,Social,4.3,4,124.8,100,Free,0.0,Everyone,Artificial Intelligence,22-03-2026,9.15.39,0.0,0.04,Low,Good
Pro Browser Plus,Social,4.9,1960,108.8,50000,Free,0.0,Everyone,Family,25-07-2025,3.4.33,0.0,0.0392,Medium,Excellent
Pro Browser Space 2023,Social,4.3,0,11.4,10,Free,0.0,Mature 17+,Artificial Intelligence,19-03-2026,5.0.79,0.0,0.0,Low,Good
Pro Chat,Game,3.3,277,1712.4,50000,Free,0.0,Everyone,Game;Board,22-01-2025,11.12.15,0.0,0.00554,Medium,Average
Pro Chat 3D,Social,5.0,496,19.0,10000,Free,0.0,Everyone,Artificial Intelligence,26-10-2025,11.19.29,0.0,0.0496,Low,Excellent
Pro Chat AI,Health_And_Fitness,4.7,5,6.5,10,Free,0.0,Everyone,Health And Fitness,27-01-2025,11.6.91,0.0,0.5,Low,Excellent
Pro Chat App,Social,4.4,5,79.1,100,Free,0.0,Everyone,Family,28-04-2024,12.3.72,0.0,0.05,Low,Good
Pro Chat Online,Music,4.0,2,62.0,100,Free,0.0,Teen,Tools,19-08-2025,12.19.17,0.0,0.02,Low,Good
Pro Chat Premium,Social,3.9,9,34.2,500,Free,0.0,Everyone,Artificial Intelligence,17-07-2025,15.6.24,0.0,0.018,Low,Good
Pro Chat Space,Shopping,3.3,16,14.9,500,Free,0.0,Everyone,Shopping,26-11-2025,13.14.37,0.0,0.032,Low,Average
Pro Connect,Finance,4.0,414,41.6,10000,Free,0.0,Everyone,Finance,17-08-2025,5.3.79,0.0,0.0414,Low,Good
Pro Connect 2023,Game,4.3,1,90.05,50,Free,0.0,Everyone,Game;Board,01-06-2025,Varies with device,0.0,0.02,Low,Good
Pro Connect 2025,Social,4.8,1529,5.8,50000,Free,0.0,Everyone,Social,11-08-2025,2.13.50,0.0,0.03058,Medium,Excellent
Pro Connect App,Finance,4.8,1482,140.2,50000,Free,0.0,Everyone,Finance,07-06-2024,6.1.52,0.0,0.02964,Medium,Excellent
Pro Connect Go,Beauty,4.0,4,92.9,50,Free,0.0,Teen,Beauty,24-04-2026,6.18.37,0.0,0.08,Low,Good
Pro Connect Hub,Health_And_Fitness,3.9,0,90.05,50,Free,0.0,Everyone,Health And Fitness,06-01-2026,Varies with device,0.0,0.0,Low,Good
Pro Connect Plus,Social,4.0,1,13.4,100,Free,0.0,Everyone,Family,17-10-2023,15.12.17,0.0,0.01,Low,Good
